"","X.2","X.1","...1","X","PG.ProteinGroups","PG.Genes","short.name","GO","sub.cell","description","GO.ID","ConditionNorm_P_0_1","ConditionNorm_P_0_2","ConditionNorm_P_0_3","ConditionNorm_P_300_1","ConditionNorm_P_300_2","ConditionNorm_P_300_3","logFC","AveExpr","t","P.Value","adj.P.Val","B","mass","neglog.adj.P.Val.","TotalPeptidesOverallInGene","P0_Undetected","P300_Undetected","medians_.ConditionNorm_P_0_1_ConditionNorm_P_0_2_ConditionNorm_P_0_3","medians_.ConditionNorm_P_300_1_ConditionNorm_P_300_2_ConditionNorm_P_300_3","Ratio","Ratio_log2"
"333",340,485,485,485,"O43913","ORC5","ORC5_HUMAN","cytosol [GO:0005829]; nuclear chromosome, telomeric region [GO:0000784]; nuclear origin of replication recognition complex [GO:0005664]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; origin recognition complex [GO:0000808]; ATP binding [GO:0005524]; DNA replication origin binding [GO:0003688]; nucleotide binding [GO:0000166]; DNA replication [GO:0006260]; DNA replication initiation [GO:0006270]; G1/S transition of mitotic cell cycle [GO:0000082]","SUBCELLULAR LOCATION: Nucleus.","Origin recognition complex subunit 5","GO:0000082; GO:0000166; GO:0000784; GO:0000808; GO:0003688; GO:0005524; GO:0005634; GO:0005654; GO:0005664; GO:0005829; GO:0006260; GO:0006270",0.00025742893437618,0.0364454252626284,0.00039050668720961,0.12662514415206,0.17588161508793,0.142160264898152,0.135857887751309,0.080293397503726,7.47830794521769,0.0012551949005807,0.0220701220338766,-3.81546362262461,50283,1.65619526545671,3,0,0,0.00039050668720961,0.142160264898152,364.040539008351,8.50795530550025
"334",341,486,486,486,"Q99856","ARID3A","ARI3A_HUMAN","cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; membrane raft [GO:0045121]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; chromatin binding [GO:0003682]; protein homodimerization activity [GO:0042803]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; RNA polymerase II transcription factor activity, sequence-specific DNA binding [GO:0000981]; transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0001228]; DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest [GO:0006977]","SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00355, ECO:0000269|PubMed:17400556}. Cytoplasm {ECO:0000269|PubMed:17400556}. Note=Shuttles between nucleus and cytoplasm.","AT-rich interactive domain-containing protein 3A (ARID domain-containing protein 3A) (B-cell regulator of IgH transcription) (Bright) (Dead ringer-like protein 1) (E2F-binding protein 1)","GO:0000977; GO:0000981; GO:0001228; GO:0003682; GO:0005634; GO:0005654; GO:0005829; GO:0006977; GO:0042803; GO:0043231; GO:0045121",0.0020958246791695,1e-07,1e-07,0.198029016969196,0.213307842603662,0.13170260692767,0.18031448060712,0.0908559151966162,7.4776723461965,0.00125562785599912,0.0220701220338766,-3.81588327134961,62889,1.65619526545671,8,2,0,1e-07,0.198029016969196,1980290.16969196,20.9172804116006
"335",342,487,487,487,"Q9UI36","DACH1","DACH1_HUMAN","cytoplasm [GO:0005737]; nucleus [GO:0005634]; transcription factor complex [GO:0005667]; DNA binding [GO:0003677]; transcription factor activity, RNA polymerase II core promoter sequence-specific binding involved in preinitiation complex assembly [GO:0001075]; transcriptional repressor activity, RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0001078]; cell proliferation [GO:0008283]; development of primary female sexual characteristics [GO:0046545]; multicellular organism development [GO:0007275]; negative regulation of cell migration [GO:0030336]; negative regulation of cell proliferation involved in contact inhibition [GO:0060244]; negative regulation of DNA biosynthetic process [GO:2000279]; negative regulation of fibroblast proliferation [GO:0048147]; negative regulation of transcription by competitive promoter binding [GO:0010944]; negative regulation of transcription, DNA-templated [GO:0045892]; regulation of nuclear cell cycle DNA replication [GO:0033262]; respiratory gaseous exchange [GO:0007585]; suckling behavior [GO:0001967]","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14525983}.","Dachshund homolog 1 (Dach1)","GO:0001075; GO:0001078; GO:0001967; GO:0003677; GO:0005634; GO:0005667; GO:0005737; GO:0007275; GO:0007585; GO:0008283; GO:0010944; GO:0030336; GO:0033262; GO:0045892; GO:0046545; GO:0048147; GO:0060244; GO:2000279",0.00031738891507248,0.00067060123141994,0.00270184236159046,0.218253968228216,0.199943808004134,0.134455894279422,0.18298794600123,0.0927239171699758,7.47203925664314,0.00125947294020054,0.0220701220338766,-3.81960380577824,78676,1.65619526545671,8,0,0,0.00067060123141994,0.199943808004134,298.156040633523,8.21992375579639
"336",343,488,488,488,"O14782","KIF3C","KIF3C_HUMAN","ciliary tip [GO:0097542]; cilium [GO:0005929]; cytosol [GO:0005829]; kinesin complex [GO:0005871]; microtubule [GO:0005874]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777]; motor activity [GO:0003774]; antigen processing and presentation of exogenous peptide antigen via MHC class II [GO:0019886]; intraciliary transport involved in cilium assembly [GO:0035735]; microtubule-based movement [GO:0007018]; organelle transport along microtubule [GO:0072384]; retrograde vesicle-mediated transport, Golgi to ER [GO:0006890]","SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000305}.","Kinesin-like protein KIF3C","GO:0003774; GO:0003777; GO:0005524; GO:0005829; GO:0005871; GO:0005874; GO:0005929; GO:0006890; GO:0007018; GO:0008017; GO:0016887; GO:0019886; GO:0035735; GO:0072384; GO:0097542",1e-07,1e-07,1e-07,0.255092770885061,0.228934244940421,0.35673403925192,0.2802535850258,0.1401268925129,7.47102283289193,0.0012601682648623,0.0220701220338766,-3.82027538764106,89426,1.65619526545671,6,3,0,1e-07,0.255092770885061,2550927.70885061,21.2825905840778
"337",344,489,489,489,"Q9H4A3","WNK1","WNK1_HUMAN","cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; ATP binding [GO:0005524]; chloride channel inhibitor activity [GO:0019869]; magnesium ion binding [GO:0000287]; phosphatase binding [GO:0019902]; potassium channel inhibitor activity [GO:0019870]; protein kinase activator activity [GO:0030295]; protein kinase activity [GO:0004672]; protein kinase binding [GO:0019901]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine kinase inhibitor activity [GO:0030291]; cellular response to calcium ion [GO:0071277]; intracellular signal transduction [GO:0035556]; ion transport [GO:0006811]; negative regulation of pancreatic juice secretion [GO:0090188]; negative regulation of phosphatase activity [GO:0010923]; negative regulation of sodium ion transport [GO:0010766]; neuron development [GO:0048666]; peptidyl-threonine phosphorylation [GO:0018107]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of systemic arterial blood pressure [GO:0003084]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; regulation of cellular process [GO:0050794]; regulation of sodium ion transport [GO:0002028]; signal transduction by trans-phosphorylation [GO:0023016]","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:10660600}.","Serine/threonine-protein kinase WNK1 (EC 2.7.11.1) (Erythrocyte 65 kDa protein) (p65) (Kinase deficient protein) (Protein kinase lysine-deficient 1) (Protein kinase with no lysine 1) (hWNK1)","GO:0000287; GO:0002028; GO:0003084; GO:0004672; GO:0004674; GO:0005524; GO:0005737; GO:0005829; GO:0006468; GO:0006811; GO:0010766; GO:0010923; GO:0016020; GO:0018107; GO:0019869; GO:0019870; GO:0019901; GO:0019902; GO:0023016; GO:0030291; GO:0030295; GO:0035556; GO:0046777; GO:0048666; GO:0050794; GO:0071277; GO:0090188; GO:0090263",0.00210144399949691,0.00982768599985317,0.00120620896070331,0.0502665635990095,0.0752104834152351,0.0576996046593796,0.0566804375711903,0.0327186651056129,7.46994946462417,0.00126090305183865,0.0220701220338766,-3.82098467942263,250794,1.65619526545671,7,0,0,0.00210144399949691,0.0576996046593796,27.4571221851227,4.77910851764759
"338",345,490,490,490,"P49902","NT5C2","5NTC_HUMAN","cytosol [GO:0005829]; 5'-nucleotidase activity [GO:0008253]; metal ion binding [GO:0046872]; nucleoside phosphotransferase activity [GO:0050146]; nucleotide binding [GO:0000166]; adenosine metabolic process [GO:0046085]; drug metabolic process [GO:0017144]; IMP metabolic process [GO:0046040]; purine nucleotide catabolic process [GO:0006195]","SUBCELLULAR LOCATION: Cytoplasm.","Cytosolic purine 5'-nucleotidase (EC 3.1.3.5) (Cytosolic 5'-nucleotidase II)","GO:0000166; GO:0005829; GO:0006195; GO:0008253; GO:0017144; GO:0046040; GO:0046085; GO:0046872; GO:0050146",0.00031742790053196,0.00107196783345335,0.00014423662047133,0.00439367750858759,0.00560483246063522,0.00659049721118447,0.00501845827531688,0.00302043992247732,7.46636621034781,0.00126335978932237,0.0220701220338766,-3.82335315955112,64970,1.65619526545671,13,0,0,0.00031742790053196,0.00560483246063522,17.6570252685488,4.14217040323024
"339",346,491,491,491,"Q5SYC1","CLVS2","CLVS2_HUMAN","clathrin-coated vesicle [GO:0030136]; early endosome membrane [GO:0031901]; endosome [GO:0005768]; trans-Golgi network [GO:0005802]; trans-Golgi network membrane [GO:0032588]; phosphatidylinositol-3,5-bisphosphate binding [GO:0080025]; lysosome organization [GO:0007040]","SUBCELLULAR LOCATION: Golgi apparatus, trans-Golgi network membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}. Cytoplasmic vesicle, clathrin-coated vesicle {ECO:0000250}. Early endosome membrane {ECO:0000269|PubMed:19651769}; Peripheral membrane protein {ECO:0000269|PubMed:19651769}.","Clavesin-2 (Retinaldehyde-binding protein 1-like 2) (clathrin vesicle-associated Sec14 protein 2)","GO:0005768; GO:0005802; GO:0007040; GO:0030136; GO:0031901; GO:0032588; GO:0080025",1e-07,0.0073264349344776,1e-07,0.0453599045322822,0.030520068145028,0.0376224556989773,0.03539193114727,0.0201381772184609,7.45572075120479,0.00127069292405618,0.0221530171688817,-3.83039540190516,38000,1.65456711591675,3,2,0,1e-07,0.0376224556989773,376224.556989773,18.521234494194
"340",347,492,492,492,"Q8ND83","SLAIN1","SLAI1_HUMAN","cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]","SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:21646404}. Note=Colocalizes with microtubules. Detected at the plus end of growing microtubules. {ECO:0000269|PubMed:21646404}.","SLAIN motif-containing protein 1","GO:0005737; GO:0005856",0.0292625857099117,0.0539770478998641,0.0376060132322084,0.134712697806792,0.140901997287997,0.108577527033908,0.0877821917622375,0.0841729781617802,7.42740055523529,0.00129045496868934,0.0224518181544324,-3.84917191167014,60595,1.64874848394953,6,0,0,0.0376060132322084,0.134712697806792,3.58221162596982,1.84085056979696
"341",348,493,493,493,"O14686","KMT2D","KMT2D_HUMAN","histone methyltransferase complex [GO:0035097]; MLL3/4 complex [GO:0044666]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; DNA binding [GO:0003677]; histone methyltransferase activity (H3-K4 specific) [GO:0042800]; histone-lysine N-methyltransferase activity [GO:0018024]; metal ion binding [GO:0046872]; RNA polymerase II transcription factor activity, sequence-specific DNA binding [GO:0000981]; transcription regulatory region DNA binding [GO:0044212]; beta-catenin-TCF complex assembly [GO:1904837]; chromatin silencing [GO:0006342]; histone H3-K4 methylation [GO:0051568]; oocyte growth [GO:0001555]; oogenesis [GO:0048477]; positive regulation of cell proliferation [GO:0008284]; positive regulation of intracellular estrogen receptor signaling pathway [GO:0033148]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of megakaryocyte differentiation [GO:0045652]; regulation of transcription, DNA-templated [GO:0006355]; response to estrogen [GO:0043627]; transcription, DNA-templated [GO:0006351]","SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.","Histone-lysine N-methyltransferase 2D (Lysine N-methyltransferase 2D) (EC 2.1.1.43) (ALL1-related protein) (Myeloid/lymphoid or mixed-lineage leukemia protein 2)","GO:0000981; GO:0001555; GO:0003677; GO:0005634; GO:0005654; GO:0006342; GO:0006351; GO:0006355; GO:0008284; GO:0018024; GO:0033148; GO:0035097; GO:0042800; GO:0043627; GO:0044212; GO:0044666; GO:0045652; GO:0045944; GO:0046872; GO:0048477; GO:0051568; GO:1904837",9.33486314474703e-05,0.00014887641536521,8.79169353515613e-05,0.113046441518288,0.117385423157354,0.0729589879488082,0.101020236880762,0.0506201657677691,7.42289496784152,0.00129363338217317,0.0224521992345082,-3.85216479424132,593389,1.64874111262805,17,0,0,9.33486314474703e-05,0.113046441518288,1211.0133781865,10.2419990873795
"342",349,494,494,494,"Q9UQB3","CTNND2","CTND2_HUMAN","adherens junction [GO:0005912]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; nucleus [GO:0005634]; perikaryon [GO:0043204]; beta-catenin binding [GO:0008013]; cell adhesion [GO:0007155]; cell-cell adhesion [GO:0098609]; dendritic spine morphogenesis [GO:0060997]; regulation of canonical Wnt signaling pathway [GO:0060828]; regulation of transcription, DNA-templated [GO:0006355]; signal transduction [GO:0007165]; synapse organization [GO:0050808]; transcription, DNA-templated [GO:0006351]; Wnt signaling pathway [GO:0016055]","SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:O35927}. Cell junction, adherens junction {ECO:0000250|UniProtKB:O35927}. Cell projection, dendrite {ECO:0000250|UniProtKB:O35116}. Perikaryon {ECO:0000269|PubMed:22022388}.","Catenin delta-2 (Delta-catenin) (GT24) (Neural plakophilin-related ARM-repeat protein) (NPRAP) (Neurojungin)","GO:0005634; GO:0005737; GO:0005912; GO:0006351; GO:0006355; GO:0007155; GO:0007165; GO:0008013; GO:0016055; GO:0030425; GO:0043204; GO:0050808; GO:0060828; GO:0060997; GO:0098609",0.00023339908750242,0.00102213866171935,0.00034551998058705,0.113154891381396,0.0970614399392292,0.0688457744947178,0.0924870160285113,0.0467771939241919,7.41994054962587,0.0012957227128326,0.0224521992345082,-3.85412813982249,132656,1.64874111262805,28,0,0,0.00034551998058705,0.0970614399392292,280.914116093427,8.13398531230345
"343",350,495,495,495,"Q96PE2","ARHGEF17","ARHGH_HUMAN","cytosol [GO:0005829]; guanyl-nucleotide exchange factor activity [GO:0005085]; Rho guanyl-nucleotide exchange factor activity [GO:0005089]; actin cytoskeleton organization [GO:0030036]; G-protein coupled receptor signaling pathway [GO:0007186]; positive regulation of apoptotic process [GO:0043065]; regulation of Rho protein signal transduction [GO:0035023]; regulation of small GTPase mediated signal transduction [GO:0051056]",NA,"Rho guanine nucleotide exchange factor 17 (164 kDa Rho-specific guanine-nucleotide exchange factor) (p164-RhoGEF) (p164RhoGEF) (Tumor endothelial marker 4)","GO:0005085; GO:0005089; GO:0005829; GO:0007186; GO:0030036; GO:0035023; GO:0043065; GO:0051056",0.0344751670669864,0.00020204952328075,0.00012421419795168,0.166777546920536,0.12250366440176,0.176263856542938,0.143581212359005,0.0833910831089087,7.41099419619169,0.00130207455851272,0.0225089099126941,-3.86007747651125,221673,1.64764553700149,10,0,0,0.00020204952328075,0.166777546920536,825.429054285849,9.68900041045114
"344",351,496,496,496,"Q8N2K0","ABHD12","ABD12_HUMAN","AMPA glutamate receptor complex [GO:0032281]; dendrite cytoplasm [GO:0032839]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; acylglycerol lipase activity [GO:0047372]; lysophospholipase activity [GO:0004622]; palmitoyl-(protein) hydrolase activity [GO:0008474]; acylglycerol catabolic process [GO:0046464]; adult walking behavior [GO:0007628]; glycerophospholipid catabolic process [GO:0046475]; monoacylglycerol catabolic process [GO:0052651]; phosphatidylserine catabolic process [GO:0006660]; protein depalmitoylation [GO:0002084]; response to auditory stimulus [GO:0010996]","SUBCELLULAR LOCATION: Membrane {ECO:0000250|UniProtKB:Q99LR1}; Single-pass membrane protein {ECO:0000250|UniProtKB:Q99LR1}.","Monoacylglycerol lipase ABHD12 (EC 3.1.1.23) (2-arachidonoylglycerol hydrolase) (Abhydrolase domain-containing protein 12)","GO:0002084; GO:0004622; GO:0005886; GO:0006660; GO:0007628; GO:0008474; GO:0010996; GO:0016021; GO:0032281; GO:0032839; GO:0046464; GO:0046475; GO:0047372; GO:0052651",9.08575774364466e-05,0.00012612314900031,0.00010365343655635,0.045246162310434,0.0499425383118439,0.0304882543697445,0.0417854402763431,0.0209995981925026,7.40781078647501,0.00130434389058145,0.0225089099126941,-3.86219592831443,45097,1.64764553700149,6,0,0,0.00010365343655635,0.045246162310434,436.513865952109,8.76988367185996
"345",352,497,497,497,"Q15262","PTPRK","PTPRK_HUMAN","adherens junction [GO:0005912]; axon [GO:0030424]; cell junction [GO:0030054]; cell surface [GO:0009986]; cell-cell junction [GO:0005911]; dendrite [GO:0030425]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; intracellular membrane-bounded organelle [GO:0043231]; leading edge membrane [GO:0031256]; neuronal cell body [GO:0043025]; photoreceptor outer segment [GO:0001750]; plasma membrane [GO:0005886]; beta-catenin binding [GO:0008013]; gamma-catenin binding [GO:0045295]; protein kinase binding [GO:0019901]; protein tyrosine phosphatase activity [GO:0004725]; transmembrane receptor protein tyrosine phosphatase activity [GO:0005001]; cell adhesion [GO:0007155]; cell migration [GO:0016477]; cellular response to reactive oxygen species [GO:0034614]; cellular response to UV [GO:0034644]; focal adhesion assembly [GO:0048041]; negative regulation of cell cycle [GO:0045786]; negative regulation of cell migration [GO:0030336]; negative regulation of cell proliferation [GO:0008285]; negative regulation of keratinocyte proliferation [GO:0010839]; negative regulation of transcription, DNA-templated [GO:0045892]; neuron projection development [GO:0031175]; protein dephosphorylation [GO:0006470]; protein localization to cell surface [GO:0034394]; signal transduction [GO:0007165]; transforming growth factor beta receptor signaling pathway [GO:0007179]","SUBCELLULAR LOCATION: Cell junction, adherens junction. Cell membrane; Single-pass type I membrane protein.","Receptor-type tyrosine-protein phosphatase kappa (Protein-tyrosine phosphatase kappa) (R-PTP-kappa) (EC 3.1.3.48)","GO:0001750; GO:0004725; GO:0005001; GO:0005886; GO:0005887; GO:0005911; GO:0005912; GO:0006470; GO:0007155; GO:0007165; GO:0007179; GO:0008013; GO:0008285; GO:0009986; GO:0010839; GO:0016021; GO:0016477; GO:0019901; GO:0030054; GO:0030336; GO:0030424; GO:0030425; GO:0031175; GO:0031256; GO:0034394; GO:0034614; GO:0034644; GO:0043025; GO:0043231; GO:0045295; GO:0045786; GO:0045892; GO:0048041",4.38897270935312e-05,3.76956818934816e-05,4.46557130524784e-05,0.267372305251099,0.178892881709365,0.180095679261333,0.208744875033253,0.104414517890639,7.40425532029489,0.00130688413862254,0.0225089099126941,-3.86456289059788,162102,1.64764553700149,5,0,0,4.38897270935312e-05,0.180095679261333,4103.36748910605,12.0025926494627
"346",353,498,498,498,"O60231","DHX16","DHX16_HUMAN","cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spliceosomal complex [GO:0005681]; ATP binding [GO:0005524]; ATP-dependent RNA helicase activity [GO:0004004]; ATPase activity [GO:0016887]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]; mRNA splicing, via spliceosome [GO:0000398]; RNA splicing [GO:0008380]","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:20423332, ECO:0000269|PubMed:20841358, ECO:0000269|PubMed:25296192}. Nucleus, nucleoplasm {ECO:0000269|PubMed:20423332}.","Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16 (EC 3.6.4.13) (ATP-dependent RNA helicase #3) (DEAH-box protein 16)","GO:0000398; GO:0003723; GO:0003724; GO:0004004; GO:0005524; GO:0005634; GO:0005654; GO:0005681; GO:0005737; GO:0008380; GO:0016887",4.29132145127235e-05,2.21903618048442e-05,0.00098944000750158,0.106292351473378,0.0916388124522717,0.064436383101849,0.0871043344812264,0.0439036817685529,7.37847882629904,0.00132548159831691,0.0227833784770939,-3.88175202341211,119264,1.64238187528912,14,0,0,4.29132145127235e-05,0.0916388124522717,2135.44507193935,11.0603210740213
"347",354,502,502,502,"P23470","PTPRG","PTPRG_HUMAN","extracellular exosome [GO:0070062]; integral component of plasma membrane [GO:0005887]; identical protein binding [GO:0042802]; protein tyrosine phosphatase activity [GO:0004725]; transmembrane receptor protein tyrosine phosphatase activity [GO:0005001]; brain development [GO:0007420]; negative regulation of epithelial cell migration [GO:0010633]; negative regulation of neuron projection development [GO:0010977]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169]","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.","Receptor-type tyrosine-protein phosphatase gamma (Protein-tyrosine phosphatase gamma) (R-PTP-gamma) (EC 3.1.3.48)","GO:0004725; GO:0005001; GO:0005887; GO:0007169; GO:0007420; GO:0010633; GO:0010977; GO:0042802; GO:0070062",1e-07,1e-07,2.02270240884695e-06,0.167086137904712,0.165390728187966,0.104543068675254,0.145672570688508,0.0728370262450568,7.35830613234505,0.00134026090779055,0.0228474069717824,-3.89524001810203,162003,1.64116308232273,13,2,0,1e-07,0.165390728187966,1653907.28187966,20.6574469285481
"348",355,504,504,504,"Q8N163","CCAR2","CCAR2_HUMAN","cytoplasm [GO:0005737]; DBIRD complex [GO:0044609]; mitochondrial matrix [GO:0005759]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; enzyme binding [GO:0019899]; enzyme inhibitor activity [GO:0004857]; RNA binding [GO:0003723]; RNA polymerase II core binding [GO:0000993]; cell cycle [GO:0007049]; cellular response to DNA damage stimulus [GO:0006974]; mitochondrial fragmentation involved in apoptotic process [GO:0043653]; mRNA processing [GO:0006397]; negative regulation of catalytic activity [GO:0043086]; negative regulation of cell growth [GO:0030308]; negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage [GO:1902230]; negative regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032435]; negative regulation of transcription, DNA-templated [GO:0045892]; positive regulation of apoptotic process [GO:0043065]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of DNA damage checkpoint [GO:2000003]; regulation of cellular response to heat [GO:1900034]; regulation of circadian rhythm [GO:0042752]; regulation of DNA-templated transcription, elongation [GO:0032784]; regulation of protein deacetylation [GO:0090311]; regulation of protein stability [GO:0031647]; response to UV [GO:0009411]; rhythmic process [GO:0048511]; RNA splicing [GO:0008380]; transcription, DNA-templated [GO:0006351]; Wnt signaling pathway [GO:0016055]","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:20074560, ECO:0000269|PubMed:20160719, ECO:0000269|PubMed:23352644, ECO:0000269|PubMed:24824780, ECO:0000269|PubMed:24962073, ECO:0000269|PubMed:25661920}. Cytoplasm {ECO:0000269|PubMed:20160719, ECO:0000269|PubMed:24824780}. Note=Recruited to chromatin, post-UV irradiation. Sequestered to the cytoplasm in the presence of MCC. Translocated to the cytoplasm during UV-induced apoptosis. {ECO:0000269|PubMed:20160719, ECO:0000269|PubMed:24824780}.","Cell cycle and apoptosis regulator protein 2 (Cell division cycle and apoptosis regulator protein 2) (DBIRD complex subunit KIAA1967) (Deleted in breast cancer gene 1 protein) (DBC-1) (DBC.1) (NET35) (p30 DBC)","GO:0000790; GO:0000993; GO:0003723; GO:0004857; GO:0005634; GO:0005654; GO:0005737; GO:0005759; GO:0006351; GO:0006397; GO:0006974; GO:0007049; GO:0008380; GO:0009411; GO:0016055; GO:0019899; GO:0030308; GO:0031647; GO:0032435; GO:0032784; GO:0042752; GO:0043065; GO:0043086; GO:0043653; GO:0044609; GO:0045892; GO:0048511; GO:0090263; GO:0090311; GO:1900034; GO:1902230; GO:2000003",0.00016452152239035,0.00028912030039514,0.00015118484958279,0.0269291483376722,0.0314624940520187,0.0428878206531101,0.0335582121234776,0.0169807149525282,7.34350413376848,0.00135123307015533,0.0228474069717824,-3.9051570882067,102902,1.64116308232273,19,0,0,0.00016452152239035,0.0314624940520187,191.236341573412,7.5792129015122
"349",356,505,505,505,"Q9UHG3","PCYOX1","PCYOX_HUMAN","extracellular exosome [GO:0070062]; lysosome [GO:0005764]; plasma membrane [GO:0005886]; vacuolar membrane [GO:0005774]; very-low-density lipoprotein particle [GO:0034361]; chloride-transporting ATPase activity [GO:0008555]; prenylcysteine oxidase activity [GO:0001735]; prenylated protein catabolic process [GO:0030327]; prenylcysteine catabolic process [GO:0030328]; prenylcysteine metabolic process [GO:0030329]","SUBCELLULAR LOCATION: Lysosome.","Prenylcysteine oxidase 1 (EC 1.8.3.5) (Prenylcysteine lyase)","GO:0001735; GO:0005764; GO:0005774; GO:0005886; GO:0008555; GO:0030327; GO:0030328; GO:0030329; GO:0034361; GO:0070062",1.3315208450831e-05,8.40083426637238e-06,0.00028308480035278,0.016378159674482,0.0266656970345218,0.0206002615489249,0.0211131058049529,0.0106581531834998,7.34344252574522,0.00135127896569982,0.0228474069717824,-3.90519840003887,56640,1.64116308232273,22,0,0,1.3315208450831e-05,0.0206002615489249,1547.1227224865,10.5953719249528
"350",357,507,507,507,"O95479","H6PD","G6PE_HUMAN","endoplasmic reticulum lumen [GO:0005788]; 6-phosphogluconolactonase activity [GO:0017057]; glucose 1-dehydrogenase [NAD(P)] activity [GO:0047936]; glucose-6-phosphate dehydrogenase activity [GO:0004345]; NADP binding [GO:0050661]; glucose metabolic process [GO:0006006]; pentose-phosphate shunt [GO:0006098]","SUBCELLULAR LOCATION: Endoplasmic reticulum lumen. Note=Microsomes, endoplasmic reticulum lumen.","GDH/6PGL endoplasmic bifunctional protein [Includes: Glucose 1-dehydrogenase (EC 1.1.1.47) (Glucose-6-phosphate dehydrogenase) (EC 1.1.1.363); 6-phosphogluconolactonase (6PGL) (EC 3.1.1.31)]","GO:0004345; GO:0005788; GO:0006006; GO:0006098; GO:0017057; GO:0047936; GO:0050661",6.02804130845268e-05,5.76490202606901e-05,0.00857584818002442,0.0331506974876076,0.049406632715662,0.0430678019391552,0.0389771181763517,0.0223864849592991,7.34082800815474,0.00135322842695019,0.0228474069717824,-3.90695186124831,88893,1.64116308232273,3,0,0,6.02804130845268e-05,0.0430678019391552,714.457644455163,9.48070467562941
"351",358,508,508,508,"Q96S59","RANBP9","RANB9_HUMAN","cytoplasm [GO:0005737]; cytosol [GO:0005829]; microtubule associated complex [GO:0005875]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; enzyme binding [GO:0019899]; Ran GTPase binding [GO:0008536]; Ras guanyl-nucleotide exchange factor activity [GO:0005088]; axon guidance [GO:0007411]; MAPK cascade [GO:0000165]; microtubule nucleation [GO:0007020]; negative regulation of ERK1 and ERK2 cascade [GO:0070373]; protein-containing complex assembly [GO:0065003]","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14511641, ECO:0000269|PubMed:15381419, ECO:0000269|PubMed:15558019, ECO:0000269|PubMed:18222118}. Nucleus {ECO:0000269|PubMed:14511641, ECO:0000269|PubMed:15381419, ECO:0000269|PubMed:15558019, ECO:0000269|PubMed:18222118}. Cell membrane; Peripheral membrane protein {ECO:0000269|PubMed:14722085}. Note=The unphosphorylated form is predominantly cytoplasmic. A phosphorylated form is associated with the plasma membrane. {ECO:0000269|PubMed:14722085}.","Ran-binding protein 9 (RanBP9) (BPM-L) (BPM90) (Ran-binding protein M) (RanBPM) (RanBP7)","GO:0000165; GO:0005088; GO:0005634; GO:0005737; GO:0005829; GO:0005875; GO:0005886; GO:0007020; GO:0007411; GO:0008536; GO:0019899; GO:0065003; GO:0070373",0.0045929561594038,0.00921217112117963,0.0153386500681327,0.200282204881889,0.252535071139974,0.15804994141366,0.193907813362269,0.106668499130706,7.32599246871525,0.0013643552489556,0.0229753933434347,-3.91691159638382,77847,1.63873704466782,6,0,0,0.00921217112117963,0.200282204881889,21.74104261062,4.44234922260785
