"","X.2","X.1","...1","X","PG.ProteinGroups","PG.Genes","short.name","GO","sub.cell","description","GO.ID","ConditionNorm_P_0_1","ConditionNorm_P_0_2","ConditionNorm_P_0_3","ConditionNorm_P_300_2_1","ConditionNorm_P_300_2_2","ConditionNorm_P_300_2_3","logFC","AveExpr","t","P.Value","adj.P.Val","B","mass","neglog.adj.P.Val.","TotalPeptidesOverallInGene","P0_Undetected","P300_24h_Undetected","medians_.ConditionNorm_P_0_1_ConditionNorm_P_0_2_ConditionNorm_P_0_3","medians_.ConditionNorm_P_300_2_1_ConditionNorm_P_300_2_2_ConditionNorm_P_300_2_3","Ratio","Ratio_log2"
"206",217,300,300,300,"O75190","DNAJB6","DNJB6_HUMAN","cytosol [GO:0005829]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; Z disc [GO:0030018]; ATPase activator activity [GO:0001671]; chaperone binding [GO:0051087]; heat shock protein binding [GO:0031072]; identical protein binding [GO:0042802]; unfolded protein binding [GO:0051082]; intermediate filament organization [GO:0045109]; negative regulation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0043154]; negative regulation of inclusion body assembly [GO:0090084]; protein folding [GO:0006457]; regulation of cellular response to heat [GO:1900034]; regulation of protein localization [GO:0032880]","SUBCELLULAR LOCATION: Cytoplasm, perinuclear region {ECO:0000269|PubMed:10954706}. Nucleus {ECO:0000269|PubMed:10954706}. Cytoplasm, myofibril, sarcomere, Z line {ECO:0000269|PubMed:22366786}.","DnaJ homolog subfamily B member 6 (HHDJ1) (Heat shock protein J2) (HSJ-2) (MRJ) (MSJ-1)","GO:0001671; GO:0005634; GO:0005654; GO:0005829; GO:0006457; GO:0016020; GO:0030018; GO:0031072; GO:0032880; GO:0042802; GO:0043154; GO:0045109; GO:0048471; GO:0051082; GO:0051087; GO:0090084; GO:1900034",1e-07,1e-07,1e-07,0.140653127916725,0.085827298679252,0.121256620187966,0.115912248927981,0.0579562244639905,7.49763004352974,0.00125064402911879,0.0356850429641896,-4.03719523258437,36087,1.44751377602351,3,3,0,1e-07,0.121256620187966,1212566.20187966,20.2096320848847
"207",218,301,301,301,"Q9H4L4","SENP3","SENP3_HUMAN","cytoplasm [GO:0005737]; MLL1 complex [GO:0071339]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; cysteine-type peptidase activity [GO:0008234]; endopeptidase activity [GO:0004175]; protein desumoylation [GO:0016926]; rRNA processing [GO:0006364]","SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:19680224}. Nucleus, nucleoplasm {ECO:0000269|PubMed:19015314, ECO:0000269|PubMed:19680224}. Cytoplasm {ECO:0000250|UniProtKB:Q9EP97}. Note=Redistributes between the nucleolus and the nucleoplasm in response to mild oxidative stress (PubMed:19680224). Mainly found in the nucleoplasm, with low levels detected in the cytoplasmic and chromatin fractions (By similarity). {ECO:0000250|UniProtKB:Q9EP97, ECO:0000269|PubMed:19680224}.","Sentrin-specific protease 3 (EC 3.4.22.-) (SUMO-1-specific protease 3) (Sentrin/SUMO-specific protease SENP3)","GO:0004175; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0006364; GO:0008234; GO:0016926; GO:0071339",0.00587899532767547,0.00121073997257914,0.00066352796166637,0.0731017255591619,0.0460404403945039,0.061939535482769,0.0577761460581713,0.0314724941163926,7.47539570222599,0.00126578445151232,0.0359616828562735,-4.05184316507704,65010,1.44415999329886,9,0,0,0.00121073997257914,0.061939535482769,51.1584129421483,5.6768996039074
"208",219,302,302,302,"Q9HCD6","TANC2","TANC2_HUMAN","in utero embryonic development [GO:0001701]",NA,"Protein TANC2 (Tetratricopeptide repeat, ankyrin repeat and coiled-coil domain-containing protein 2)","GO:0001701",0.00077948014173808,0.00934722749592745,0.00047999277371524,0.0956862421179499,0.0608286579895461,0.081187960713643,0.0756987201365861,0.0413849268720866,7.4710907697225,0.00126874161478909,0.0359616828562735,-4.05468355823081,219650,1.44415999329886,29,0,0,0.00077948014173808,0.081187960713643,104.156547891792,6.70260972828027
"209",220,303,303,303,"Q9P2N5","RBM27","RBM27_HUMAN","cytoplasm [GO:0005737]; nuclear speck [GO:0016607]; metal ion binding [GO:0046872]; RNA binding [GO:0003723]; mRNA processing [GO:0006397]","SUBCELLULAR LOCATION: Cytoplasm. Nucleus speckle. Note=Incorporated into the nuclear speckles and to speckles proximal to the nuclear periphery. Also localizes to punctate structures in the cytoplasm termed cytospeckles (By similarity). {ECO:0000250}.","RNA-binding protein 27 (RNA-binding motif protein 27)","GO:0003723; GO:0005737; GO:0006397; GO:0016607; GO:0046872",1e-07,1e-07,1e-07,0.0691661881712943,0.0906843954820959,0.0561823127594669,0.0720108654709524,0.0360055327354762,7.43103334326756,0.00129666518931901,0.0365525937015081,-4.08118083879424,118718,1.43708180091441,5,3,0,1e-07,0.0691661881712943,691661.881712943,19.399707424456
"210",221,305,305,305,"Q9Y2G5","POFUT2","OFUT2_HUMAN","endoplasmic reticulum membrane [GO:0005789]; Golgi apparatus [GO:0005794]; peptide-O-fucosyltransferase activity [GO:0046922]; fucose metabolic process [GO:0006004]; mesoderm formation [GO:0001707]; protein O-linked fucosylation [GO:0036066]; regulation of epithelial to mesenchymal transition [GO:0010717]; regulation of gene expression [GO:0010468]; regulation of secretion [GO:0051046]","SUBCELLULAR LOCATION: Endoplasmic reticulum {ECO:0000269|PubMed:15233996}. Golgi apparatus {ECO:0000269|PubMed:15233996}. Note=Mainly located in the endoplasmic reticulum.","GDP-fucose protein O-fucosyltransferase 2 (EC 2.4.1.221) (Peptide-O-fucosyltransferase 2) (O-FucT-2)","GO:0001707; GO:0005789; GO:0005794; GO:0006004; GO:0010468; GO:0010717; GO:0036066; GO:0046922; GO:0051046",0.124277987687812,0.131014765703865,0.169381735783788,0.243866149799797,0.266998694052655,0.24982013769036,0.112003497455783,0.19755991178638,7.42293692390396,0.00130239965875701,0.0365525937015081,-4.08655131878041,49976,1.43708180091441,5,0,0,0.131014765703865,0.24982013769036,1.90680902528981,0.931160359086431
"211",222,307,307,307,"Q7L523","RRAGA","RRAGA_HUMAN","cytoplasm [GO:0005737]; cytosol [GO:0005829]; EGO complex [GO:0034448]; Gtr1-Gtr2 GTPase complex [GO:1990131]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; nucleus [GO:0005634]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; phosphoprotein binding [GO:0051219]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; ubiquitin protein ligase binding [GO:0031625]; apoptotic process [GO:0006915]; cell cycle arrest [GO:0007050]; cell death [GO:0008219]; cellular protein localization [GO:0034613]; cellular response to amino acid starvation [GO:0034198]; cellular response to amino acid stimulus [GO:0071230]; modulation by virus of host morphology or physiology [GO:0019048]; negative regulation of autophagy [GO:0010507]; positive regulation of cytolysis [GO:0045919]; positive regulation of TOR signaling [GO:0032008]; positive regulation of TORC1 signaling [GO:1904263]; protein ubiquitination [GO:0016567]; regulation of macroautophagy [GO:0016241]","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:8995684, ECO:0000269|PubMed:9394008}. Nucleus {ECO:0000269|PubMed:8995684, ECO:0000269|PubMed:9394008}. Lysosome {ECO:0000269|PubMed:20381137}. Note=Predominantly cytoplasmic. May shuttle between the cytoplasm and nucleus, depending on the bound nucleotide state (PubMed:8995684, PubMed:9394008). Colocalizes in vivo with adenovirus E3-14.7K mainly to the cytoplasm especially near the nuclear membrane and in discrete foci on or near the plasma membrane (PubMed:8995684). {ECO:0000269|PubMed:20381137, ECO:0000269|PubMed:8995684, ECO:0000269|PubMed:9394008}.","Ras-related GTP-binding protein A (Rag A) (RagA) (Adenovirus E3 14.7 kDa-interacting protein 1) (FIP-1)","GO:0003924; GO:0005525; GO:0005634; GO:0005737; GO:0005764; GO:0005765; GO:0005829; GO:0006915; GO:0007050; GO:0008219; GO:0010507; GO:0016241; GO:0016567; GO:0019048; GO:0031625; GO:0032008; GO:0034198; GO:0034448; GO:0034613; GO:0042803; GO:0045919; GO:0046982; GO:0051219; GO:0071230; GO:1904263; GO:1990131",1e-07,1e-07,1e-07,0.0429300335674951,0.0261186377945902,0.034630608885489,0.0345596600825248,0.0172799300412624,7.39300938686029,0.00132386619952766,0.0368990515167398,-4.10644626994801,36566,1.43298479715639,3,3,0,1e-07,0.034630608885489,346306.08885489,18.4016882280809
"212",223,309,309,309,"Q7Z460","CLASP1","CLAP1_HUMAN","basal cortex [GO:0045180]; cell cortex [GO:0005938]; centrosomal corona [GO:0031592]; centrosome [GO:0005813]; condensed chromosome kinetochore [GO:0000777]; cortical microtubule cytoskeleton [GO:0030981]; cytoplasmic microtubule [GO:0005881]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; kinetochore [GO:0000776]; kinetochore microtubule [GO:0005828]; membrane [GO:0016020]; microtubule plus-end [GO:0035371]; spindle microtubule [GO:0005876]; dystroglycan binding [GO:0002162]; kinetochore binding [GO:0043515]; microtubule binding [GO:0008017]; microtubule plus-end binding [GO:0051010]; astral microtubule organization [GO:0030953]; cell division [GO:0051301]; ciliary basal body-plasma membrane docking [GO:0097711]; establishment of epithelial cell polarity [GO:0090162]; establishment of mitotic spindle localization [GO:0040001]; establishment of spindle orientation [GO:0051294]; establishment or maintenance of cell polarity [GO:0007163]; exit from mitosis [GO:0010458]; G2/M transition of mitotic cell cycle [GO:0000086]; Golgi organization [GO:0007030]; microtubule anchoring [GO:0034453]; microtubule bundle formation [GO:0001578]; microtubule cytoskeleton organization [GO:0000226]; microtubule nucleation [GO:0007020]; microtubule organizing center organization [GO:0031023]; mitotic spindle assembly [GO:0090307]; mitotic spindle organization [GO:0007052]; negative regulation of microtubule depolymerization [GO:0007026]; negative regulation of microtubule polymerization or depolymerization [GO:0031111]; negative regulation of stress fiber assembly [GO:0051497]; negative regulation of wound healing, spreading of epidermal cells [GO:1903690]; positive regulation of basement membrane assembly involved in embryonic body morphogenesis [GO:1904261]; positive regulation of epithelial cell migration [GO:0010634]; positive regulation of exocytosis [GO:0045921]; positive regulation of extracellular matrix disassembly [GO:0090091]; positive regulation of microtubule polymerization [GO:0031116]; regulation of epithelial to mesenchymal transition [GO:0010717]; regulation of focal adhesion assembly [GO:0051893]; regulation of G2/M transition of mitotic cell cycle [GO:0010389]; regulation of gastrulation [GO:0010470]; regulation of microtubule cytoskeleton organization [GO:0070507]; vesicle targeting [GO:0006903]","SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome. Chromosome, centromere, kinetochore. Cytoplasm, cytoskeleton, spindle. Golgi apparatus, trans-Golgi network {ECO:0000305}. Note=Localizes to microtubule plus ends. Localizes to centrosomes, kinetochores and the mitotic spindle from prometaphase. Subsequently localizes to the spindle midzone from anaphase and to the midbody from telophase. In migrating cells localizes to the plus ends of microtubules within the cell body and to the entire microtubule lattice within the lamella. Localizes to the cell cortex and this requires ERC1 and PHLDB2.","CLIP-associating protein 1 (Cytoplasmic linker-associated protein 1) (Multiple asters homolog 1) (Protein Orbit homolog 1) (hOrbit1)","GO:0000086; GO:0000226; GO:0000776; GO:0000777; GO:0001578; GO:0002162; GO:0005794; GO:0005813; GO:0005828; GO:0005829; GO:0005876; GO:0005881; GO:0005938; GO:0006903; GO:0007020; GO:0007026; GO:0007030; GO:0007052; GO:0007163; GO:0008017; GO:0010389; GO:0010458; GO:0010470; GO:0010634; GO:0010717; GO:0016020; GO:0030953; GO:0030981; GO:0031023; GO:0031111; GO:0031116; GO:0031592; GO:0034453; GO:0035371; GO:0040001; GO:0043515; GO:0045180; GO:0045921; GO:0051010; GO:0051294; GO:0051301; GO:0051497; GO:0051893; GO:0070507; GO:0090091; GO:0090162; GO:0090307; GO:0097711; GO:1903690; GO:1904261",6.86349770831876e-06,1e-07,1e-07,0.0052156864203371,0.00467452877872622,0.00731440458349089,0.0057325187616153,0.00286861388004375,7.38184167333113,0.00133198678956455,0.0368990515167398,-4.11388786431166,169451,1.43298479715639,46,2,0,1e-07,0.0052156864203371,52156.864203371,15.670569513416
"213",224,310,310,310,"Q5VSG8","MANEAL","MANEL_HUMAN","Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; hydrolase activity, acting on glycosyl bonds [GO:0016798]","SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}.","Glycoprotein endo-alpha-1,2-mannosidase-like protein (EC 3.2.1.-)","GO:0000139; GO:0016021; GO:0016798",3.50121302224723e-05,3.54519015364178e-05,0.00226015002267359,0.13965210198664,0.171933297595556,0.225826584820152,0.178360456782638,0.0899570997427967,7.3639263779176,0.00134514088611085,0.0371432451132543,-4.1258457944543,51317,1.43012015570629,4,0,0,3.54519015364178e-05,0.171933297595556,4849.76235813299,12.2436983405922
"214",225,311,311,311,"P05165","PCCA","PCCA_HUMAN","cytosol [GO:0005829]; mitochondrial matrix [GO:0005759]; ATP binding [GO:0005524]; biotin binding [GO:0009374]; enzyme binding [GO:0019899]; metal ion binding [GO:0046872]; propionyl-CoA carboxylase activity [GO:0004658]; biotin metabolic process [GO:0006768]","SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:16023992}.","Propionyl-CoA carboxylase alpha chain, mitochondrial (PCCase subunit alpha) (EC 6.4.1.3) (Propanoyl-CoA:carbon dioxide ligase subunit alpha)","GO:0004658; GO:0005524; GO:0005759; GO:0005829; GO:0006768; GO:0009374; GO:0019899; GO:0046872",0.00039221059392447,0.00036755871339452,0.00020410625002272,0.0008277265326617,0.00089235375559139,0.00093328723157614,0.00056316398749584,0.00060287384619516,7.34121501983975,0.00136204442151784,0.0374890683221632,-4.14104066261135,80059,1.42609535252513,17,0,0,0.00036755871339452,0.00089235375559139,2.42778561103945,1.27964102804076
"215",226,312,312,312,"O43310","CTIF","CTIF_HUMAN","cytosol [GO:0005829]; perinuclear region of cytoplasm [GO:0048471]; RNA binding [GO:0003723]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; regulation of translational initiation [GO:0006446]","SUBCELLULAR LOCATION: Cytoplasm, perinuclear region {ECO:0000269|PubMed:19648179}.","CBP80/20-dependent translation initiation factor","GO:0000184; GO:0003723; GO:0005829; GO:0006446; GO:0048471",0.00156689402269719,0.00164863565379805,0.00153732300835655,0.185966773045934,0.132168735814563,0.119218863349974,0.14420050650854,0.0736845374825539,7.32600576363334,0.00137350892111751,0.0375730494264675,-4.1512387109983,67587,1.42512355619176,11,0,0,0.00156689402269719,0.132168735814563,84.350781801473,6.39832953501705
"216",227,313,313,313,"O94953","KDM4B","KDM4B_HUMAN","nucleoplasm [GO:0005654]; histone demethylase activity [GO:0032452]; histone demethylase activity (H3-K36 specific) [GO:0051864]; histone demethylase activity (H3-K9 specific) [GO:0032454]; metal ion binding [GO:0046872]; histone H3-K36 demethylation [GO:0070544]; histone H3-K9 demethylation [GO:0033169]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]","SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00537, ECO:0000269|PubMed:15927959}.","Lysine-specific demethylase 4B (EC 1.14.11.-) (JmjC domain-containing histone demethylation protein 3B) (Jumonji domain-containing protein 2B)","GO:0005654; GO:0006351; GO:0006355; GO:0032452; GO:0032454; GO:0033169; GO:0046872; GO:0051864; GO:0070544",3.64620111503343e-05,2.89017174544432e-05,3.96236606926757e-05,0.170569833909523,0.118007302184311,0.110657359982451,0.133043169562329,0.0665565805775971,7.32177941930582,0.00137671549680126,0.0375730494264675,-4.15407574271878,121897,1.42512355619176,8,0,0,3.64620111503343e-05,0.118007302184311,3236.44523330768,11.6601943756501
"217",228,315,315,315,"Q8IYB1","MB21D2","M21D2_HUMAN","cadherin binding [GO:0045296]; protein-containing complex binding [GO:0044877]",NA,"Protein MB21D2 (Mab-21 domain-containing protein 2)","GO:0044877; GO:0045296",2.26384155758377e-05,1e-07,0.00065675739259015,0.0235115073548327,0.017875176189378,0.0293292336228298,0.0233454737862915,0.0118992354958677,7.31398503968098,0.00138265310389454,0.0375730494264675,-4.15931155856933,55800,1.42512355619176,11,1,0,2.26384155758377e-05,0.0235115073548327,1038.56682355133,10.0203783298332
"218",229,316,316,316,"O43252","PAPSS1","PAPS1_HUMAN","cytosol [GO:0005829]; adenylylsulfate kinase activity [GO:0004020]; ATP binding [GO:0005524]; nucleotidyltransferase activity [GO:0016779]; protein homodimerization activity [GO:0042803]; sulfate adenylyltransferase (ATP) activity [GO:0004781]; 3'-phosphoadenosine 5'-phosphosulfate biosynthetic process [GO:0050428]; skeletal system development [GO:0001501]; sulfate assimilation [GO:0000103]",NA,"Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1 (PAPS synthase 1) (PAPSS 1) (Sulfurylase kinase 1) (SK 1) (SK1) [Includes: Sulfate adenylyltransferase (EC 2.7.7.4) (ATP-sulfurylase) (Sulfate adenylate transferase) (SAT); Adenylyl-sulfate kinase (EC 2.7.1.25) (3'-phosphoadenosine-5'-phosphosulfate synthase) (APS kinase) (Adenosine-5'-phosphosulfate 3'-phosphotransferase) (Adenylylsulfate 3'-phosphotransferase)]","GO:0000103; GO:0001501; GO:0004020; GO:0004781; GO:0005524; GO:0005829; GO:0016779; GO:0042803; GO:0050428",2.39545729325481e-05,1.97495995909339e-05,3.43353749080633e-05,0.0862322511173894,0.0572530665025309,0.0579305754778758,0.0671126178501215,0.0335823221075379,7.29700004489653,0.00139570022602315,0.0376848734731202,-4.17073756436815,70833,1.42383293853251,11,0,0,2.39545729325481e-05,0.0579305754778758,2418.3514204573,11.2398081883528
"219",230,317,317,317,"A2RRP1","NBAS","NBAS_HUMAN","cytosol [GO:0005829]; Dsl1/NZR complex [GO:0070939]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; membrane [GO:0016020]; SNARE binding [GO:0000149]; negative regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:2000623]; nuclear-transcribed mRNA catabolic process [GO:0000956]; protein transport [GO:0015031]; retrograde vesicle-mediated transport, Golgi to ER [GO:0006890]","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:20577004}. Endoplasmic reticulum {ECO:0000269|PubMed:19369418}. Endoplasmic reticulum membrane; Peripheral membrane protein {ECO:0000305}.","Neuroblastoma-amplified sequence (Neuroblastoma-amplified gene protein)","GO:0000149; GO:0000956; GO:0005783; GO:0005789; GO:0005829; GO:0006890; GO:0015031; GO:0016020; GO:0070939; GO:2000623",0.00014679308148681,0.00377591710227832,9.16956091928225e-05,0.0154211358605085,0.0112374750893405,0.0145573730863166,0.0124005260810692,0.00753839830485393,7.29581054537397,0.00139661954706503,0.0376848734731202,-4.171538601868,268571,1.42383293853251,27,0,0,0.00014679308148681,0.0145573730863166,99.1693405361522,6.63182225689843
"220",231,318,318,318,"P23743","DGKA","DGKA_HUMAN","cytosol [GO:0005829]; membrane [GO:0016020]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; calcium ion binding [GO:0005509]; diacylglycerol kinase activity [GO:0004143]; kinase activity [GO:0016301]; NAD+ kinase activity [GO:0003951]; phospholipid binding [GO:0005543]; diacylglycerol metabolic process [GO:0046339]; glycerolipid metabolic process [GO:0046486]; intracellular signal transduction [GO:0035556]; lipid phosphorylation [GO:0046834]; phosphatidic acid biosynthetic process [GO:0006654]; platelet activation [GO:0030168]; protein kinase C-activating G-protein coupled receptor signaling pathway [GO:0007205]",NA,"Diacylglycerol kinase alpha (DAG kinase alpha) (EC 2.7.1.107) (80 kDa diacylglycerol kinase) (Diglyceride kinase alpha) (DGK-alpha)","GO:0003951; GO:0004143; GO:0005509; GO:0005524; GO:0005543; GO:0005829; GO:0005886; GO:0006654; GO:0007205; GO:0016020; GO:0016301; GO:0030168; GO:0035556; GO:0046339; GO:0046486; GO:0046834",0.00021614112612629,5.57013325310305e-05,5.73957115234899e-05,0.1165130529385,0.0710303102661094,0.090419306693167,0.0925444772425317,0.0463819846779928,7.29147646371324,0.00139997543977246,0.0376848734731202,-4.17445821598624,82630,1.42383293853251,9,0,0,5.73957115234899e-05,0.090419306693167,1575.36694455233,10.6214721941805
"221",232,319,319,319,"Q9UI08","EVL","EVL_HUMAN","cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; focal adhesion [GO:0005925]; lamellipodium [GO:0030027]; membrane [GO:0016020]; phagocytic vesicle [GO:0045335]; actin binding [GO:0003779]; profilin binding [GO:0005522]; SH3 domain binding [GO:0017124]; actin filament organization [GO:0007015]; actin nucleation [GO:0045010]; actin polymerization or depolymerization [GO:0008154]; animal organ morphogenesis [GO:0009887]; axon guidance [GO:0007411]; cell surface receptor signaling pathway [GO:0007166]; cellular response to interferon-gamma [GO:0071346]; negative regulation of epithelial cell migration [GO:0010633]; negative regulation of ruffle assembly [GO:1900028]; nervous system development [GO:0007399]; positive regulation of stress fiber assembly [GO:0051496]; protein homotetramerization [GO:0051289]","SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:P70429}. Cell projection, lamellipodium {ECO:0000250|UniProtKB:P70429}. Note=Targeted to the leading edge of lamellipodia and the dital tip of stress fibers through interaction with a number of proteins. In activated T-cells, localizes to the F-actin collar and the distal tip of microspikes. {ECO:0000250|UniProtKB:P70429}.","Ena/VASP-like protein (Ena/vasodilator-stimulated phosphoprotein-like)","GO:0003779; GO:0005522; GO:0005737; GO:0005829; GO:0005856; GO:0005925; GO:0007015; GO:0007166; GO:0007399; GO:0007411; GO:0008154; GO:0009887; GO:0010633; GO:0016020; GO:0017124; GO:0030027; GO:0045010; GO:0045335; GO:0051289; GO:0051496; GO:0071346; GO:1900028",0.0136291542249659,0.00027021190985797,0.0002879059264531,0.0559734392478906,0.0442186497718273,0.0632182144206952,0.049741010459712,0.0295995959169483,7.27061146944656,0.00141626923309891,0.0379427786506293,-4.1885344010952,44620,1.42087086774236,13,0,0,0.0002879059264531,0.0559734392478906,194.415724391171,7.60300109896396
"222",233,320,320,320,"Q96S55","WRNIP1","WRIP1_HUMAN","membrane [GO:0016020]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; DNA binding [GO:0003677]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; DNA replication [GO:0006260]; DNA synthesis involved in DNA repair [GO:0000731]; innate immune response [GO:0045087]; regulation of DNA-dependent DNA replication initiation [GO:0030174]","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:18842586}. Cytoplasm {ECO:0000269|PubMed:29053956}. Note=Colocalizes with WRN in granular structures in the nucleus. {ECO:0000269|PubMed:18842586, ECO:0000269|PubMed:29053956}.","ATPase WRNIP1 (EC 3.6.1.3) (Werner helicase-interacting protein 1)","GO:0000731; GO:0003677; GO:0005524; GO:0005634; GO:0006260; GO:0016020; GO:0016887; GO:0030174; GO:0042802; GO:0045087; GO:0046872; GO:0048471",0.00033238318972098,0.00042024309462495,0.0016231156265449,0.119111041658888,0.0920266855016464,0.0729008847867415,0.0938876233454619,0.0477357256430279,7.26787706187895,0.00141842163179923,0.0379427786506293,-4.1903816612882,72133,1.42087086774236,5,0,0,0.00042024309462495,0.0920266855016464,218.984408497602,7.77468434460601
"223",234,321,321,321,"O95983","MBD3","MBD3_HUMAN","cytoplasm [GO:0005737]; heterochromatin [GO:0000792]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; NuRD complex [GO:0016581]; protein-containing complex [GO:0032991]; chromatin binding [GO:0003682]; DNA binding [GO:0003677]; histone deacetylase activity [GO:0004407]; methyl-CpG binding [GO:0008327]; aging [GO:0007568]; ATP-dependent chromatin remodeling [GO:0043044]; brain development [GO:0007420]; embryonic organ development [GO:0048568]; heart development [GO:0007507]; histone acetylation [GO:0016573]; in utero embryonic development [GO:0001701]; methylation-dependent chromatin silencing [GO:0006346]; negative regulation of transcription by RNA polymerase II [GO:0000122]; regulation of DNA methylation [GO:0044030]; response to estradiol [GO:0032355]; response to nutrient levels [GO:0031667]; tissue development [GO:0009888]; transcription, DNA-templated [GO:0006351]","SUBCELLULAR LOCATION: Nucleus. Chromosome. Note=Nuclear, in discrete foci. Detected on chromatin, at promoter regions of active genes.","Methyl-CpG-binding domain protein 3 (Methyl-CpG-binding protein MBD3)","GO:0000122; GO:0000790; GO:0000792; GO:0001701; GO:0003677; GO:0003682; GO:0004407; GO:0005654; GO:0005737; GO:0006346; GO:0006351; GO:0007420; GO:0007507; GO:0007568; GO:0008327; GO:0009888; GO:0016573; GO:0016581; GO:0031667; GO:0032355; GO:0032991; GO:0043044; GO:0044030; GO:0048568",2.00504063546186e-05,1.2779789430328e-05,1.73060741808933e-05,0.0324745261209568,0.0484576029218338,0.0321131466566044,0.0376650464764764,0.0188492353282268,7.25630652243118,0.00142757358384582,0.0380686289025551,-4.19820480804041,32844,1.41943276465602,7,0,0,1.73060741808933e-05,0.0324745261209568,1876.48138922288,10.8738142664356
"224",235,323,323,323,"A7MD48","SRRM4","SRRM4_HUMAN","nucleus [GO:0005634]; mRNA binding [GO:0003729]; cell differentiation [GO:0030154]; mRNA processing [GO:0006397]; nervous system development [GO:0007399]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of RNA splicing [GO:0043484]; RNA splicing [GO:0008380]; sensory perception of sound [GO:0007605]","SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.","Serine/arginine repetitive matrix protein 4 (Medulloblastoma antigen MU-MB-2.76) (Neural-specific serine/arginine repetitive splicing factor of 100 kDa) (Neural-specific SR-related protein of 100 kDa) (nSR100)","GO:0000381; GO:0003729; GO:0005634; GO:0006397; GO:0007399; GO:0007605; GO:0008380; GO:0030154; GO:0043484",0.00029677335087821,0.00030468037784044,0.00661847084004464,0.255800253373082,0.154285175576976,0.215156788166101,0.206007430849132,0.105410356947487,7.23231933817719,0.00144677661805161,0.0383418199706556,-4.21445695187817,68559,1.41632727631832,5,0,0,0.00030468037784044,0.215156788166101,706.172119422728,9.46387605255365
