"","X.2","X.1","...1","X","PG.ProteinGroups","PG.Genes","short.name","GO","sub.cell","description","GO.ID","ConditionNorm_P_0_1","ConditionNorm_P_0_2","ConditionNorm_P_0_3","ConditionNorm_P_150_1","ConditionNorm_P_150_2","ConditionNorm_P_150_3","logFC","AveExpr","t","P.Value","adj.P.Val","B","mass","neglog.adj.P.Val.","TotalPeptidesOverallInGene","P0_Undetected","P150_Undetected","medians_.ConditionNorm_P_0_1_ConditionNorm_P_0_2_ConditionNorm_P_0_3","medians_.ConditionNorm_P_150_1_ConditionNorm_P_150_2_ConditionNorm_P_150_3","Ratio","Ratio_log2"
"642",684,931,931,931,"Q9H6T3","RPAP3","RPAP3_HUMAN","cytosol [GO:0005829]; R2TP complex [GO:0097255]",NA,"RNA polymerase II-associated protein 3","GO:0005829; GO:0097255",0.00468130587555167,0.00930745959742742,0.0218214239454779,0.0727398438322721,0.117889176824026,0.122939664264313,0.0925861651673846,0.0582298123898446,5.73220748247263,0.00365128666183825,0.0335714434214129,-5.74108568040749,75719,1.47402998563676,19,0,0,0.00930745959742742,0.117889176824026,12.6660960050378,3.66290001462389
"643",685,932,932,932,"O75153","CLUH","CLU_HUMAN","cytoplasm [GO:0005737]; mRNA binding [GO:0003729]; intracellular distribution of mitochondria [GO:0048312]; mitochondrion organization [GO:0007005]","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03013}. Cytoplasmic granule {ECO:0000269|PubMed:25349259}. Note=A fraction colocalizes with tyrosinated tubulin and can be detected close to mitochondria. {ECO:0000269|PubMed:25349259}.","Clustered mitochondria protein homolog","GO:0003729; GO:0005737; GO:0007005; GO:0048312",4.0125944231316e-05,6.46193552296321e-05,4.55535048471411e-05,0.0226702947076782,0.0131525287766582,0.0252530973905332,0.0203085406901872,0.0102043699465296,5.72693977463362,0.00366434938924889,0.0336553978240027,-5.74539861577975,146670,1.47294527149416,17,0,0,4.55535048471411e-05,0.0226702947076782,497.663018109154,8.95902537250423
"644",686,934,934,934,"P56211","ARPP19","ARP19_HUMAN","cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; phosphatase inhibitor activity [GO:0019212]; potassium channel regulator activity [GO:0015459]; protein phosphatase 2A binding [GO:0051721]; protein phosphatase inhibitor activity [GO:0004864]; protein phosphatase regulator activity [GO:0019888]; signaling receptor binding [GO:0005102]; cell division [GO:0051301]; G2/M transition of mitotic cell cycle [GO:0000086]; mitotic cell cycle [GO:0000278]; negative regulation of protein dephosphorylation [GO:0035308]; positive regulation of gluconeogenesis [GO:0045722]; positive regulation of glucose import [GO:0046326]","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.","cAMP-regulated phosphoprotein 19 (ARPP-19)","GO:0000086; GO:0000278; GO:0004864; GO:0005102; GO:0005654; GO:0005737; GO:0015459; GO:0019212; GO:0019888; GO:0035308; GO:0045722; GO:0046326; GO:0051301; GO:0051721",0.00051281634772493,0.0130923474149059,0.00056488509492229,0.0647534218090836,0.0603602870810274,0.0981746777807896,0.0697061126044492,0.039576405921409,5.71661388335952,0.00369011940590291,0.0338161372297412,-5.7538617830772,12323,1.47087600275893,3,0,0,0.00056488509492229,0.0647534218090836,114.631138954005,6.8408551877289
"645",687,935,935,935,"Q86SK9","SCD5","SCD5_HUMAN","endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]; stearoyl-CoA 9-desaturase activity [GO:0004768]; fatty-acyl-CoA biosynthetic process [GO:0046949]; monounsaturated fatty acid biosynthetic process [GO:1903966]; unsaturated fatty acid biosynthetic process [GO:0006636]","SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:15907797}; Multi-pass membrane protein {ECO:0000269|PubMed:15907797}.","Stearoyl-CoA desaturase 5 (EC 1.14.19.1) (Acyl-CoA-desaturase 4) (HSCD5) (Stearoyl-CoA 9-desaturase) (Stearoyl-CoA desaturase 2)","GO:0004768; GO:0005789; GO:0006636; GO:0016021; GO:0016491; GO:0046872; GO:0046949; GO:1903966",0.0646584117457819,0.0286375868221267,0.0484952249807735,0.166051498505488,0.124343585951351,0.129067588541627,0.0925571498165943,0.0935423160911912,5.71518529334987,0.00369370190535141,0.0338161372297412,-5.75503358821581,37610,1.47087600275893,4,0,0,0.0484952249807735,0.129067588541627,2.66144942296478,1.41221215017052
"646",689,937,937,937,"Q17R31","TATDN3","TATD3_HUMAN","nucleus [GO:0005634]; metal ion binding [GO:0046872]; nuclease activity [GO:0004518]","SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.","Putative deoxyribonuclease TATDN3 (EC 3.1.21.-)","GO:0004518; GO:0005634; GO:0046872",5.47318429621862e-05,3.84471829115201e-05,2.75049310076084e-05,0.0349501464079636,0.0277917551206287,0.0511349973859373,0.0379187383192161,0.0189995971452351,5.6983807816489,0.00373615975761542,0.0341318330044696,-5.76883442362681,30333,1.46684038789041,4,0,0,3.84471829115201e-05,0.0349501464079636,909.043101763675,9.82820489038388
"647",690,938,938,938,"Q9NPZ5","B3GAT2","B3GA2_HUMAN","Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase activity [GO:0015018]; metal ion binding [GO:0046872]; carbohydrate metabolic process [GO:0005975]; chondroitin sulfate metabolic process [GO:0030204]; chondroitin sulfate proteoglycan biosynthetic process [GO:0050650]; glycosaminoglycan metabolic process [GO:0030203]; protein glycosylation [GO:0006486]","SUBCELLULAR LOCATION: Golgi apparatus membrane; Single-pass type II membrane protein.","Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 2 (EC 2.4.1.135) (Beta-1,3-glucuronyltransferase 2) (GlcAT-D) (UDP-glucuronosyltransferase S) (GlcAT-S) (Glucuronosyltransferase S)","GO:0000139; GO:0005975; GO:0006486; GO:0015018; GO:0016021; GO:0030203; GO:0030204; GO:0046872; GO:0050650",2.47809962434634e-05,2.20330505715254e-05,1.28393215257828e-05,0.0403120114479629,0.0781941513581762,0.0623160783612639,0.0602541959330208,0.030146982422624,5.69234667780967,0.00375154900824856,0.0342358843396671,-5.77379758606126,36919,1.46551844948566,4,0,0,2.20330505715254e-05,0.0623160783612639,2828.30006489426,11.4657194738228
"648",691,939,939,939,"Q9P0J1","PDP1","PDP1_HUMAN","mitochondrial matrix [GO:0005759]; [pyruvate dehydrogenase (lipoamide)] phosphatase activity [GO:0004741]; metal ion binding [GO:0046872]; protein serine/threonine phosphatase activity [GO:0004722]; peptidyl-threonine dephosphorylation [GO:0035970]; regulation of acetyl-CoA biosynthetic process from pyruvate [GO:0010510]","SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000250}.","[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial (PDP 1) (EC 3.1.3.43) (Protein phosphatase 2C) (Pyruvate dehydrogenase phosphatase catalytic subunit 1) (PDPC 1)","GO:0004722; GO:0004741; GO:0005759; GO:0010510; GO:0035970; GO:0046872",0.00545087741279117,0.00273173142773936,0.00581187726968736,0.0397848682399331,0.0626208696730706,0.0727869684403725,0.0537327400810528,0.0315311987439323,5.68540123330789,0.00376935737896671,0.0343617669477689,-5.77951533046119,61054,1.4639245120138,11,0,0,0.00545087741279117,0.0626208696730706,11.4882183052077,3.52208316427657
"649",692,940,940,940,"Q9BTC8","MTA3","MTA3_HUMAN","cytoplasm [GO:0005737]; intracellular membrane-bounded organelle [GO:0043231]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; chromatin binding [GO:0003682]; histone deacetylase activity [GO:0004407]; protein-containing complex binding [GO:0044877]; RNA polymerase II transcription factor activity, sequence-specific DNA binding [GO:0000981]; sequence-specific DNA binding [GO:0043565]; zinc ion binding [GO:0008270]; negative regulation of transcription, DNA-templated [GO:0045892]; positive regulation of cell proliferation [GO:0008284]; positive regulation of G2/M transition of mitotic cell cycle [GO:0010971]","SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00512, ECO:0000255|PROSITE-ProRule:PRU00624, ECO:0000269|PubMed:12705869}.","Metastasis-associated protein MTA3","GO:0000981; GO:0003682; GO:0004407; GO:0005634; GO:0005654; GO:0005737; GO:0008270; GO:0008284; GO:0010971; GO:0043231; GO:0043565; GO:0044877; GO:0045892",0.00488575272681713,0.0156334443588655,0.00254086705065628,0.0701498823015467,0.094515411798559,0.1244948205793,0.0887000168476889,0.0520366964692907,5.67263312616254,0.00380236230314995,0.0346257673563443,-5.790040455027,67504,1.46060059323628,3,0,0,0.00488575272681713,0.094515411798559,19.3451075163462,4.2738968419093
"650",694,942,942,942,"Q96SB4","SRPK1","SRPK1_HUMAN","cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; nuclear matrix [GO:0016363]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]; RNA binding [GO:0003723]; chromosome segregation [GO:0007059]; innate immune response [GO:0045087]; intracellular signal transduction [GO:0035556]; negative regulation of viral genome replication [GO:0045071]; positive regulation of viral genome replication [GO:0045070]; protein phosphorylation [GO:0006468]; regulation of mRNA processing [GO:0050684]; regulation of mRNA splicing, via spliceosome [GO:0048024]; RNA splicing [GO:0008380]; sperm chromatin condensation [GO:0035092]; spliceosomal complex assembly [GO:0000245]; viral process [GO:0016032]","SUBCELLULAR LOCATION: Isoform 2: Cytoplasm. Nucleus. Nucleus matrix. Microsome. Note=Shuttles between the nucleus and the cytoplasm. Inhibition of the Hsp90 ATPase activity, osmotic stress and interaction with HHV-1 ICP27 protein can induce its translocation to the nucleus. KAT5/TIP60 inhibits its nuclear translocation.; SUBCELLULAR LOCATION: Isoform 1: Cytoplasm. Nucleus matrix. Microsome. Note=Mainly localized in the microsomal fraction and the cytoplasm, and to a lesser extent in the nuclear matrix.","SRSF protein kinase 1 (EC 2.7.11.1) (SFRS protein kinase 1) (Serine/arginine-rich protein-specific kinase 1) (SR-protein-specific kinase 1)","GO:0000245; GO:0000287; GO:0003723; GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0005783; GO:0005829; GO:0005886; GO:0006468; GO:0007059; GO:0008380; GO:0016032; GO:0016363; GO:0035092; GO:0035556; GO:0045070; GO:0045071; GO:0045087; GO:0048024; GO:0050684",0.027060392133547,0.00021091978394305,0.00032749974236098,0.1832650035233,0.245641230765971,0.335121741684941,0.245476388104787,0.13193779793901,5.6645785890182,0.0038233624013798,0.0347287659073121,-5.79668936017254,74325,1.45931064914438,10,0,0,0.00032749974236098,0.245641230765971,750.050149643226,9.55084324968029
"651",696,945,945,945,"O43301","HSPA12A","HS12A_HUMAN","extracellular exosome [GO:0070062]; ATP binding [GO:0005524]",NA,"Heat shock 70 kDa protein 12A","GO:0005524; GO:0070062",0.00012653028035575,0.00012320176373781,0.0002374670338069,0.00132485071839204,0.00135682416916739,0.00080734931100365,0.00100060837355421,0.00066270387941059,5.63446253309379,0.00390313284357914,0.0353553620540078,-5.82161380811917,74978,1.45154471103624,27,0,0,0.00012653028035575,0.00132485071839204,10.4706218516794,3.38827522155846
"652",697,946,946,946,"P52272","HNRNPM","HNRPM_HUMAN","catalytic step 2 spliceosome [GO:0071013]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; integral component of plasma membrane [GO:0005887]; membrane [GO:0016020]; nuclear matrix [GO:0016363]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; paraspeckles [GO:0042382]; spliceosomal complex [GO:0005681]; protein domain specific binding [GO:0019904]; RNA binding [GO:0003723]; alternative mRNA splicing, via spliceosome [GO:0000380]; fibroblast growth factor receptor signaling pathway [GO:0008543]; mRNA splicing, via spliceosome [GO:0000398]; RNA metabolic process [GO:0016070]","SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|Ref.5}.","Heterogeneous nuclear ribonucleoprotein M (hnRNP M)","GO:0000380; GO:0000398; GO:0003723; GO:0005654; GO:0005681; GO:0005730; GO:0005887; GO:0008543; GO:0016020; GO:0016070; GO:0016363; GO:0019904; GO:0031012; GO:0042382; GO:0070062; GO:0071013",0.00029714877603701,5.01408076009809e-06,1e-07,0.00407095651022222,0.0026847045102203,0.00511674615598316,0.00385671477320952,0.0020291116722038,5.6223503499253,0.00393578074550052,0.0356134071685882,-5.83166662377408,77516,1.4483864749713,43,1,0,5.01408076009809e-06,0.00407095651022222,811.904854548569,9.66516686064136
"653",698,947,947,947,"P51148","RAB5C","RAB5C_HUMAN","azurophil granule membrane [GO:0035577]; early endosome [GO:0005769]; early endosome membrane [GO:0031901]; endocytic vesicle [GO:0030139]; endosome [GO:0005768]; extracellular exosome [GO:0070062]; lipid droplet [GO:0005811]; lysosomal membrane [GO:0005765]; melanosome [GO:0042470]; plasma membrane [GO:0005886]; GDP binding [GO:0019003]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; neutrophil degranulation [GO:0043312]; plasma membrane to endosome transport [GO:0048227]; protein transport [GO:0015031]; regulation of endocytosis [GO:0030100]","SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Lipid-anchor {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Early endosome membrane {ECO:0000250}; Lipid-anchor {ECO:0000250}. Melanosome {ECO:0000269|PubMed:17081065}. Note=Identified by mass spectrometry in melanosome fractions from stage I to stage IV.","Ras-related protein Rab-5C (L1880) (RAB5L)","GO:0003924; GO:0005525; GO:0005765; GO:0005768; GO:0005769; GO:0005811; GO:0005886; GO:0015031; GO:0019003; GO:0030100; GO:0030139; GO:0031901; GO:0035577; GO:0042470; GO:0043312; GO:0048227; GO:0070062",0.00018122473617955,0.00011981620570278,0.00018752650905641,0.0663149066404825,0.0355818089557997,0.0670714392255998,0.0561598624569811,0.0282427870454701,5.61776330946916,0.00394823090662849,0.0356883385013093,-5.83547805447229,23483,1.44747367049516,6,0,0,0.00018122473617955,0.0663149066404825,365.926352210442,8.51540950497167
"654",699,948,948,948,"P19784","CSNK2A2","CSK22_HUMAN","acrosomal vesicle [GO:0001669]; chromatin [GO:0000785]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; protein N-terminus binding [GO:0047485]; protein serine/threonine kinase activity [GO:0004674]; apoptotic process [GO:0006915]; cell cycle [GO:0007049]; cerebral cortex development [GO:0021987]; liver regeneration [GO:0097421]; positive regulation of protein targeting to mitochondrion [GO:1903955]; regulation of autophagy of mitochondrion [GO:1903146]; regulation of chromosome separation [GO:1905818]; regulation of signal transduction by p53 class mediator [GO:1901796]; regulation of transcription, DNA-templated [GO:0006355]; spermatogenesis [GO:0007283]; transcription, DNA-templated [GO:0006351]; Wnt signaling pathway [GO:0016055]",NA,"Casein kinase II subunit alpha' (CK II alpha') (EC 2.7.11.1)","GO:0000785; GO:0001669; GO:0004674; GO:0005524; GO:0005634; GO:0005654; GO:0005829; GO:0005886; GO:0006351; GO:0006355; GO:0006915; GO:0007049; GO:0007283; GO:0016055; GO:0021987; GO:0047485; GO:0097421; GO:1901796; GO:1903146; GO:1903955; GO:1905818",9.67292185266669e-05,7.68620436854539e-05,0.00367495499631603,0.022219976171941,0.0155544481284589,0.0281203750970548,0.0206820843796422,0.0116238909426638,5.61512643203674,0.00395540944266924,0.0357155114232581,-5.83767014034807,41213,1.44714312667597,11,0,0,9.67292185266669e-05,0.022219976171941,229.713177780044,7.84368981084668
"655",700,949,949,949,"Q9UHQ9","CYB5R1","NB5R1_HUMAN","endoplasmic reticulum membrane [GO:0005789]; extracellular exosome [GO:0070062]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; mitochondrion [GO:0005739]; plasma membrane [GO:0005886]; platelet alpha granule membrane [GO:0031092]; cytochrome-b5 reductase activity, acting on NAD(P)H [GO:0004128]; oxidoreductase activity [GO:0016491]; bicarbonate transport [GO:0015701]; platelet degranulation [GO:0002576]; sterol biosynthetic process [GO:0016126]","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.","NADH-cytochrome b5 reductase 1 (b5R.1) (EC 1.6.2.2) (Humb5R2) (NAD(P)H:quinone oxidoreductase type 3 polypeptide A2)","GO:0002576; GO:0004128; GO:0005739; GO:0005789; GO:0005886; GO:0015701; GO:0016020; GO:0016021; GO:0016126; GO:0016491; GO:0031092; GO:0070062",1e-07,1e-07,1e-07,0.00171406606339088,0.00177082141982533,0.00093202609886871,0.00147220452736164,0.00073620226368082,5.61246008711807,0.0039626842213247,0.035743495189188,-5.83988751841257,34095,1.44680298212811,11,3,0,1e-07,0.00171406606339088,17140.6606339088,14.0651350943031
"656",701,950,950,950,"P60660","MYL6","MYL6_HUMAN","brush border [GO:0005903]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; myosin complex [GO:0016459]; unconventional myosin complex [GO:0016461]; vesicle [GO:0031982]; actin-dependent ATPase activity [GO:0030898]; calcium ion binding [GO:0005509]; motor activity [GO:0003774]; structural constituent of muscle [GO:0008307]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; skeletal muscle tissue development [GO:0007519]",NA,"Myosin light polypeptide 6 (17 kDa myosin light chain) (LC17) (Myosin light chain 3) (MLC-3) (Myosin light chain alkali 3) (Myosin light chain A3) (Smooth muscle and nonmuscle myosin light chain alkali 6)","GO:0003774; GO:0005509; GO:0005829; GO:0005903; GO:0006936; GO:0007519; GO:0008307; GO:0016020; GO:0016459; GO:0016461; GO:0030049; GO:0030898; GO:0031982; GO:0070062",0.0157271704027454,0.016879020997055,0.00784317220821445,0.0396908280298013,0.053943378404444,0.0619382630586818,0.0383743686283041,0.0326703055168237,5.60883469613566,0.00397260155276896,0.0357779174761263,-5.84290373935598,16930,1.44638494199526,3,0,0,0.0157271704027454,0.053943378404444,3.42994811037511,1.77818675089641
"657",703,952,952,952,"Q9UPN6","SCAF8","SCAF8_HUMAN","nuclear matrix [GO:0016363]; nucleoplasm [GO:0005654]; spliceosomal complex [GO:0005681]; RNA binding [GO:0003723]; RNA polymerase core enzyme binding [GO:0043175]; mRNA processing [GO:0006397]; RNA splicing [GO:0008380]","SUBCELLULAR LOCATION: Nucleus. Nucleus matrix. Note=Detected in granular nuclear foci which correspond to sites of active transcription. {ECO:0000250}.","Protein SCAF8 (CDC5L complex-associated protein 7) (RNA-binding motif protein 16) (SR-related and CTD-associated factor 8)","GO:0003723; GO:0005654; GO:0005681; GO:0006397; GO:0008380; GO:0016363; GO:0043175",0.00195357993984359,0.00145930398782693,0.00696563229924617,0.0835819814233372,0.160835361249219,0.135814978114055,0.123284601519898,0.0651018061689214,5.60430806439479,0.00398502632441392,0.0358317493035537,-5.84667184509417,140519,1.44573198908938,10,0,0,0.00195357993984359,0.135814978114055,69.5210753059477,6.11937849186362
"658",704,953,953,953,"Q8WU79","SMAP2","SMAP2_HUMAN","cytoplasm [GO:0005737]; GTPase activator activity [GO:0005096]; metal ion binding [GO:0046872]","SUBCELLULAR LOCATION: Cytoplasm. Note=Detected in multiple foci throughout the cytoplasm and in juxtanuclear structures. {ECO:0000250}.","Stromal membrane-associated protein 2 (Stromal membrane-associated protein 1-like)","GO:0005096; GO:0005737; GO:0046872",1e-07,0.00232343195386989,1e-07,0.108624948750699,0.0763102194762533,0.0578751644472265,0.0801622335734363,0.0408556607713414,5.60042017133457,0.0039957353249434,0.0358903403793447,-5.84991008956819,46786,1.44502242285455,5,2,0,1e-07,0.0763102194762533,763102.194762533,19.5415167503752
"659",705,954,954,954,"O75054","IGSF3","IGSF3_HUMAN","cell surface [GO:0009986]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; cell surface receptor signaling pathway [GO:0007166]; lacrimal gland development [GO:0032808]","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.","Immunoglobulin superfamily member 3 (IgSF3) (Glu-Trp-Ile EWI motif-containing protein 3) (EWI-3)","GO:0005886; GO:0007166; GO:0009986; GO:0016021; GO:0032808",1e-07,1e-07,4.26462552343417e-06,0.00667043473035089,0.00345597564705379,0.00628768663665725,0.00546987746284617,0.00273642693993089,5.59642392284261,0.00400677899619705,0.0359326673661751,-5.85324036149298,135196,1.44451054290073,17,2,0,1e-07,0.00628768663665725,62876.8663665725,15.9402416984491
"660",706,955,955,955,"Q01804","OTUD4","OTUD4_HUMAN","cytoplasm [GO:0005737]; nucleus [GO:0005634]; Lys63-specific deubiquitinase activity [GO:0061578]; protein-containing complex scaffold activity [GO:0032947]; RNA binding [GO:0003723]; thiol-dependent ubiquitin-specific protease activity [GO:0004843]; innate immune response [GO:0045087]; negative regulation of interleukin-1-mediated signaling pathway [GO:2000660]; negative regulation of toll-like receptor signaling pathway [GO:0034122]; positive regulation of DNA demethylation [GO:1901537]; protein K48-linked deubiquitination [GO:0071108]; protein K63-linked deubiquitination [GO:0070536]; regulation of protein K48-linked deubiquitination [GO:1903093]","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:25944111}. Nucleus {ECO:0000269|PubMed:25944111}. Note=Primarily cytoplasmic. {ECO:0000269|PubMed:25944111}.","OTU domain-containing protein 4 (EC 3.4.19.12) (HIV-1-induced protein HIN-1)","GO:0003723; GO:0004843; GO:0005634; GO:0005737; GO:0032947; GO:0034122; GO:0045087; GO:0061578; GO:0070536; GO:0071108; GO:1901537; GO:1903093; GO:2000660",0.370152078086173,0.295049680428247,0.392658785178731,0.533224598940874,0.507879043846005,0.565775664657631,0.183006254583787,0.444123308522943,5.59567846622946,0.00400884314657678,0.0359326673661751,-5.85386178699512,124045,1.44451054290073,5,0,0,0.370152078086173,0.533224598940874,1.44055546492633,0.526625208872428
"661",708,957,957,957,"Q9Y6G5","COMMD10","COMDA_HUMAN","cytoplasm [GO:0005737]; nucleus [GO:0005634]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:21778237}. Nucleus {ECO:0000269|PubMed:21778237}.","COMM domain-containing protein 10","GO:0005634; GO:0005737; GO:0006351; GO:0006355",3.30750450870424e-05,0.00573925838131132,8.97745587278094e-05,0.0408374785867189,0.030106436465602,0.0232146566357961,0.0294321545676636,0.0166701132788739,5.58750432843222,0.00403156150742163,0.036060780045485,-5.86068000946511,22966,1.44296488311041,3,0,0,8.97745587278094e-05,0.030106436465602,335.355994974954,8.38954958232489
"662",709,958,958,958,"P49116","NR2C2","NR2C2_HUMAN","nucleoplasm [GO:0005654]; DNA binding transcription factor activity [GO:0003700]; protein heterodimerization activity [GO:0046982]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; RNA polymerase II transcription factor activity, sequence-specific DNA binding [GO:0000981]; sequence-specific DNA binding [GO:0043565]; signaling receptor activity [GO:0038023]; steroid hormone receptor activity [GO:0003707]; transcription coactivator activity [GO:0003713]; transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0001077]; transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0001228]; zinc ion binding [GO:0008270]; cell differentiation [GO:0030154]; nervous system development [GO:0007399]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription, DNA-templated [GO:0006355]; spermatogenesis [GO:0007283]; transcription initiation from RNA polymerase II promoter [GO:0006367]","SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00407, ECO:0000269|PubMed:10644740, ECO:0000269|PubMed:15302918}.","Nuclear receptor subfamily 2 group C member 2 (Orphan nuclear receptor TAK1) (Orphan nuclear receptor TR4) (Testicular receptor 4)","GO:0000977; GO:0000978; GO:0000981; GO:0001077; GO:0001228; GO:0003700; GO:0003707; GO:0003713; GO:0005654; GO:0006355; GO:0006367; GO:0007283; GO:0007399; GO:0008270; GO:0030154; GO:0038023; GO:0043565; GO:0045944; GO:0046982",0.00010211080816044,8.74057753430097e-05,0.00492338181220878,0.108715778651056,0.148487837770443,0.206431962202501,0.152840893409429,0.0781247461699521,5.58098448617022,0.0040497935195488,0.036153460270058,-5.86612376847064,65414,1.44185012978649,10,0,0,0.00010211080816044,0.148487837770443,1454.18335674255,10.5059934735795
"663",710,959,959,959,"O76070","SNCG","SYUG_HUMAN","axon [GO:0030424]; cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; microtubule organizing center [GO:0005815]; neuronal cell body [GO:0043025]; perinuclear region of cytoplasm [GO:0048471]; spindle [GO:0005819]; adult locomotory behavior [GO:0008344]; chemical synaptic transmission [GO:0007268]; protein secretion [GO:0009306]; regulation of dopamine secretion [GO:0014059]; regulation of neurotransmitter secretion [GO:0046928]; synapse organization [GO:0050808]","SUBCELLULAR LOCATION: Cytoplasm, perinuclear region {ECO:0000269|PubMed:11746666}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:11746666}. Cytoplasm, cytoskeleton, spindle {ECO:0000269|PubMed:11746666}. Note=Associated with centrosomes in several interphase cells. In mitotic cells, localized to the poles of the spindle.","Gamma-synuclein (Breast cancer-specific gene 1 protein) (Persyn) (Synoretin) (SR)","GO:0005737; GO:0005815; GO:0005819; GO:0007268; GO:0008344; GO:0009306; GO:0014059; GO:0030424; GO:0043025; GO:0046928; GO:0048471; GO:0050808; GO:0070062",1e-07,1e-07,1e-07,0.00113708857981309,0.00070061830418738,0.00137246690627287,0.00106995793009112,0.00053507896504555,5.58077886229668,0.00405037014006842,0.036153460270058,-5.86629553296754,13331,1.44185012978649,6,3,0,1e-07,0.00113708857981309,11370.8857981309,13.4730570248784
"664",711,961,961,961,"Q9NR80","ARHGEF4","ARHG4_HUMAN","cytosol [GO:0005829]; ruffle membrane [GO:0032587]; guanyl-nucleotide exchange factor activity [GO:0005085]; protein domain specific binding [GO:0019904]; Rac guanyl-nucleotide exchange factor activity [GO:0030676]; Rho guanyl-nucleotide exchange factor activity [GO:0005089]; filopodium assembly [GO:0046847]; G-protein coupled receptor signaling pathway [GO:0007186]; intracellular signal transduction [GO:0035556]; lamellipodium assembly [GO:0030032]; positive regulation of apoptotic process [GO:0043065]; regulation of Rho protein signal transduction [GO:0035023]; regulation of small GTPase mediated signal transduction [GO:0051056]","SUBCELLULAR LOCATION: Isoform 3: Cytoplasm. Cell projection, ruffle membrane {ECO:0000305}; Peripheral membrane protein {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Note=Associated with membrane ruffles. {ECO:0000305}.","Rho guanine nucleotide exchange factor 4 (APC-stimulated guanine nucleotide exchange factor 1) (Asef) (Asef1)","GO:0005085; GO:0005089; GO:0005829; GO:0007186; GO:0019904; GO:0030032; GO:0030676; GO:0032587; GO:0035023; GO:0035556; GO:0043065; GO:0046847; GO:0051056",0.00691448775059121,0.00011568924298718,7.42519996695581e-05,0.0452741136236636,0.061989967866096,0.0839565606928021,0.0613720710631046,0.0330541785293016,5.57167805743,0.00407599055863517,0.0363064299499658,-5.87390254145097,79067,1.4400164536279,3,0,0,0.00011568924298718,0.061989967866096,535.831735652081,9.06563621983893
